what,kind,bundleId,bundleVersion,description,time
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.ClassFileEditor",1384315192068
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1384315196734
executed,command,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1384315199976
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384315201106
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384315218930
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1384315218970
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384315223777
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384315238947
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1384315251509
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.lineStart",1384315303045
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1384315303743
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1384315305912
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.lineEnd",1384315306621
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1384315307328
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1384315309368
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1384315310103
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384315311807
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384315313586
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1384315315230
executed,command,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1384315318629
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384315319401
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384315332814
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1384315332835
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1384315345409
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1384315381278
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384315383660
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384315385715
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1384315387428
executed,command,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1384315392326
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384315393099
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384315408401
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1384315408423
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384315419657
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384315482297
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1384315485528
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1384315487630
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1384315543143
executed,command,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1384315548916
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384315549714
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384315659122
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1384315659142
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384315664641
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384315668329
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384315668980
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384315672432
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384315678834
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384315685167
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1384315691397
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384315721590
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384315724668
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384315761706
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384315763050
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384315774254
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384315899295
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1384315901754
executed,command,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1384315904936
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384315905666
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384315917002
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1384315917021
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384315924423
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384315995597
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1384316000445
executed,command,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1384316002709
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384316003404
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384316026334
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1384316026354
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1384316038177
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384316072547
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384316078222
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384316080063
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384316082302
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384316108859
